Term,LoanStatus,BorrowerAPR,ProsperScore,ListingCategory (numeric),BorrowerState,EmploymentStatus,IncomeRange,LoanOriginalAmount
36,Current,0.1816,7.0,1,CA,Employed,"$1-24,999",4000
36,Current,0.35797,3.0,1,TX,Other,"$1-24,999",4000
36,Current,0.27623,3.0,1,CA,Employed,"$75,000-99,999",2000
36,Completed,0.35643,5.0,7,MI,Employed,"$1-24,999",3000
60,Current,0.17522,7.0,1,PA,Employed,"$75,000-99,999",15000
36,Defaulted,0.24753,,0,GA,,Not displayed,3025
36,Completed,0.14419,,3,NC,Full-time,"$50,000-74,999",2000
60,Current,0.22693,4.0,1,IL,Employed,"$100,000+",18000
36,Chargedoff,0.37453,,7,MT,Full-time,"$1-24,999",1000
36,Current,0.30285,2.0,3,WI,Employed,"$1-24,999",4000
36,Current,0.34588,2.0,1,MI,Employed,"$25,000-49,999",2000
36,Completed,0.23145,,0,,Not available,Not displayed,1500
36,Completed,0.33393,6.0,5,NC,Full-time,"$25,000-49,999",3500
36,Current,0.18633,4.0,1,TN,Employed,"$75,000-99,999",25000
36,Current,0.08325,10.0,3,CO,Employed,"$50,000-74,999",12000
12,Completed,0.28525,2.0,2,NJ,Employed,"$100,000+",3000
36,Current,0.28595,3.0,1,NJ,Employed,"$25,000-49,999",10000
36,Current,0.3509,5.0,3,MA,Employed,"$75,000-99,999",7500
36,Current,0.18837,4.0,1,PA,Employed,"$25,000-49,999",4000
36,Current,0.32446,3.0,1,IL,Employed,"$50,000-74,999",10000
36,Defaulted,0.21639,,0,,Full-time,"$25,000-49,999",3001
36,Completed,0.30285,2.0,1,NY,Employed,"$50,000-74,999",4000
36,Current,0.09333,9.0,1,CT,Employed,"$75,000-99,999",10000
36,Current,0.33973,1.0,1,MD,Employed,"$100,000+",3000
36,Chargedoff,0.37453,,1,NV,Self-employed,"$1-24,999",2500
36,Completed,0.17359,8.0,1,CA,Full-time,"$25,000-49,999",6000
36,Past Due (1-15 days),0.35285,2.0,1,OH,Employed,"$50,000-74,999",2500
36,Defaulted,0.24709,,0,TX,Full-time,"$25,000-49,999",2500
36,Completed,0.1944,,1,WA,Full-time,"$25,000-49,999",4000
36,Defaulted,0.30564,,0,TX,Full-time,"$50,000-74,999",9200
36,Current,0.25013,5.0,2,MN,Employed,"$50,000-74,999",8500
36,Completed,0.15324,7.0,2,MN,Employed,"$50,000-74,999",3000
36,Completed,0.37453,3.0,5,GA,Self-employed,"$1-24,999",2000
36,Chargedoff,0.35797,5.0,7,LA,Employed,"$25,000-49,999",3000
60,Current,0.24754,5.0,1,TN,Employed,"$50,000-74,999",6000
36,Current,0.13189,6.0,1,NY,Other,"$1-24,999",3000
36,Current,0.13799,3.0,1,CA,Self-employed,"$100,000+",15000
36,Chargedoff,0.37453,,5,CO,Full-time,"$1-24,999",1000
36,Chargedoff,0.24246,7.0,9,CT,Employed,"$100,000+",12000
60,Current,0.18136,6.0,2,MI,Employed,"$75,000-99,999",6500
60,Current,0.08495,11.0,3,WA,Employed,"$25,000-49,999",4000
60,Completed,0.23872,4.0,1,MN,Employed,"$50,000-74,999",15000
36,Chargedoff,0.11296,9.0,5,FL,Full-time,"$50,000-74,999",3000
36,Completed,0.24758,7.0,1,MS,Employed,"$50,000-74,999",15000
36,Current,0.14714,4.0,1,KS,Employed,"$25,000-49,999",10000
36,Completed,0.18454,,1,NJ,Full-time,"$75,000-99,999",15000
36,Past Due (16-30 days),0.35797,3.0,14,VA,Employed,"$75,000-99,999",4000
36,Chargedoff,0.17219,,0,CA,Not available,Not displayed,12500
36,Completed,0.35797,4.0,13,NJ,Not employed,Not employed,4000
60,Current,0.28386,3.0,1,IL,Employed,"$50,000-74,999",10000
36,Current,0.14409,9.0,1,MI,Employed,"$100,000+",8000
36,Completed,0.22034,,6,IL,Full-time,"$25,000-49,999",4000
36,Current,0.18214,5.0,1,OR,Full-time,"$50,000-74,999",2200
36,Current,0.22466,4.0,7,FL,Employed,"$50,000-74,999",12000
36,Defaulted,0.18173,7.0,6,FL,Employed,"$25,000-49,999",4000
36,Current,0.21372,9.0,13,NH,Employed,"$100,000+",10000
36,Completed,0.11194,,0,FL,Full-time,"$50,000-74,999",9999
36,Completed,0.11678,,0,NY,,Not displayed,1000
36,Completed,0.0768,,4,MD,Full-time,"$75,000-99,999",6001
36,Chargedoff,0.24753,,0,TX,Not available,Not displayed,4000
36,Chargedoff,0.30532,6.0,2,TN,Employed,"$25,000-49,999",7000
36,Current,0.15833,4.0,14,MN,Employed,"$75,000-99,999",9000
12,Completed,0.17969,8.0,13,TN,Employed,"$75,000-99,999",2000
36,Completed,0.37453,5.0,1,IL,Full-time,"$75,000-99,999",2400
36,Completed,0.20053,4.0,1,PA,Employed,"$50,000-74,999",6500
36,Chargedoff,0.36235,,1,CA,Full-time,"$25,000-49,999",1500
36,Past Due (16-30 days),0.35797,4.0,15,NY,Employed,"$25,000-49,999",3500
12,Completed,0.22357,4.0,1,FL,Full-time,"$50,000-74,999",2500
36,Completed,0.11394,,1,CA,Full-time,"$25,000-49,999",6000
36,Defaulted,0.21985,,7,AK,Full-time,"$25,000-49,999",4000
36,Defaulted,0.24753,,0,MI,Not available,Not displayed,5000
36,Current,0.25781,3.0,1,WA,Other,"$75,000-99,999",10000
36,Current,0.14816,8.0,1,CA,Employed,"$75,000-99,999",16000
36,Chargedoff,0.27259,,4,CA,Full-time,"$25,000-49,999",2551
36,Chargedoff,0.35643,4.0,7,CT,Employed,"$50,000-74,999",5000
60,Current,0.27462,7.0,18,MA,Full-time,"$50,000-74,999",4000
60,Current,0.19221,6.0,1,TX,Employed,"$75,000-99,999",15000
36,Current,0.20053,6.0,18,CA,Employed,"$75,000-99,999",2500
36,Completed,0.24891,,0,IL,Not available,Not displayed,1000
36,Current,0.12528,6.0,2,FL,Employed,"$25,000-49,999",10000
36,Current,0.15324,8.0,2,MI,Employed,"$50,000-74,999",10500
60,Current,0.24702,3.0,1,OH,Employed,"$50,000-74,999",15000
36,Completed,0.41355,4.0,1,MN,Employed,"$25,000-49,999",1000
36,Completed,0.28168,,1,CA,Full-time,"$25,000-49,999",7500
36,Current,0.20524,3.0,1,FL,Employed,"$25,000-49,999",15000
36,Current,0.0893,10.0,1,CT,Full-time,"$75,000-99,999",18000
36,Current,0.06726,11.0,1,IL,Employed,"$25,000-49,999",3000
36,Completed,0.35797,4.0,7,PA,Employed,"$1-24,999",4000
60,Current,0.22693,7.0,1,NJ,Employed,"$100,000+",10000
60,Current,0.16969,10.0,1,FL,Employed,"$75,000-99,999",25000
36,Current,0.15324,6.0,1,TX,Employed,"$50,000-74,999",17000
36,Current,0.29537,5.0,19,NY,Employed,"$25,000-49,999",15000
36,Completed,0.25486,5.0,1,FL,Employed,"$25,000-49,999",9000
36,Current,0.18275,7.0,19,CA,Employed,"$25,000-49,999",10000
36,Current,0.23939,2.0,3,OR,Employed,"$25,000-49,999",10000
36,Current,0.21434,8.0,7,UT,Other,"$1-24,999",3000
36,Current,0.15833,8.0,1,SC,Employed,"$50,000-74,999",10000
36,Completed,0.2565,,0,,,Not displayed,1000
36,Current,0.15833,10.0,7,FL,Employed,"$50,000-74,999",15000
36,Current,0.35797,4.0,15,NY,Employed,"$25,000-49,999",4000
36,Completed,0.11842,,0,,,Not displayed,2000
60,Current,0.22908,6.0,1,MI,Employed,"$75,000-99,999",7300
36,Completed,0.06437,10.0,6,NY,Full-time,"$100,000+",3000
60,Current,0.17685,4.0,1,MA,Employed,"$25,000-49,999",10000
36,Completed,0.06327,9.0,1,NY,Employed,"$100,000+",9000
36,Completed,0.30564,,0,,Full-time,"$25,000-49,999",3000
36,Current,0.35356,2.0,6,TN,Not employed,Not employed,4000
36,Current,0.35285,2.0,3,TN,Self-employed,"$25,000-49,999",4000
36,Current,0.1899,3.0,1,NY,Employed,"$75,000-99,999",20000
36,Completed,0.17069,8.0,1,MI,Employed,"$50,000-74,999",14000
36,Current,0.23939,2.0,14,NJ,Employed,"$75,000-99,999",15000
36,Completed,0.13625,,1,WA,Full-time,"$25,000-49,999",7400
60,Current,0.23462,3.0,13,NE,Employed,"$50,000-74,999",14123
36,Completed,0.18224,,0,MN,Full-time,$0,21250
60,Current,0.1963,6.0,1,KY,Employed,"$100,000+",25000
36,Current,0.14714,8.0,1,CA,Employed,"$100,000+",25000
36,Current,0.33553,6.0,1,AL,Employed,"$75,000-99,999",4000
36,Current,0.2837,6.0,1,GA,Employed,"$50,000-74,999",7000
36,Current,0.21945,5.0,1,CT,Employed,"$50,000-74,999",10842
36,Completed,0.11485,,0,,Not available,Not displayed,4500
60,Current,0.21935,3.0,14,FL,Employed,"$100,000+",20000
60,Current,0.29998,4.0,6,NH,Employed,"$75,000-99,999",4000
36,Current,0.14714,7.0,1,TX,Employed,"$50,000-74,999",15000
36,Defaulted,0.28974,5.0,2,UT,Employed,"$100,000+",7000
36,Past Due (31-60 days),0.21025,2.0,6,CA,Employed,"$100,000+",15000
36,Current,0.25781,3.0,15,CA,Employed,"$75,000-99,999",5000
36,Completed,0.33097,7.0,1,WI,Employed,"$1-24,999",2850
60,Current,0.31344,7.0,1,NC,Employed,"$1-24,999",4000
36,Current,0.12528,8.0,18,TX,Employed,"$75,000-99,999",12000
60,Current,0.19221,4.0,1,AR,Employed,"$25,000-49,999",4000
36,Current,0.22773,4.0,1,VA,Employed,"$100,000+",3000
36,Defaulted,0.36461,,3,FL,Full-time,"$75,000-99,999",20000
60,Current,0.14453,8.0,2,KY,Employed,"$50,000-74,999",12000
36,Completed,0.1241,9.0,1,OH,Full-time,"$25,000-49,999",3500
60,Current,0.21832,4.0,1,CA,Employed,"$50,000-74,999",15000
36,Current,0.35797,4.0,13,PA,Employed,"$100,000+",4000
60,Current,0.20398,4.0,1,MD,Employed,"$25,000-49,999",8500
36,Completed,0.11647,8.0,1,CA,Full-time,"$100,000+",7500
36,Defaulted,0.1973,,0,CA,Not available,Not displayed,12000
36,Current,0.14751,6.0,1,CA,Employed,"$75,000-99,999",9000
36,Completed,0.07529,,7,CA,Full-time,"$100,000+",3989
36,Current,0.27817,3.0,1,WI,Other,"$1-24,999",2000
60,Current,0.21566,6.0,1,OH,Employed,"$50,000-74,999",10000
36,Current,0.13138,9.0,1,NJ,Employed,"$100,000+",35000
36,Current,0.26681,7.0,11,TX,Employed,"$50,000-74,999",2000
36,Chargedoff,0.16461,,3,CA,Full-time,"$1-24,999",5000
36,Past Due (61-90 days),0.17969,6.0,1,OK,Employed,"$75,000-99,999",7500
36,Completed,0.08641,9.0,1,CA,Full-time,"$50,000-74,999",4500
36,Current,0.21372,8.0,18,AL,Employed,"$100,000+",5500
36,Chargedoff,0.23989,,0,OH,Full-time,"$25,000-49,999",9500
36,Current,0.23847,4.0,2,NJ,Employed,"$50,000-74,999",15000
60,Completed,0.28386,3.0,1,CT,Employed,"$50,000-74,999",10000
36,Current,0.26047,4.0,7,TX,Employed,"$50,000-74,999",7000
36,Completed,0.20626,5.0,1,MD,Employed,"$100,000+",20000
60,Current,0.16499,10.0,1,SD,Employed,"$75,000-99,999",15000
36,Current,0.35797,5.0,2,CA,Full-time,"$25,000-49,999",3500
36,Completed,0.34887,5.0,3,IN,Full-time,"$50,000-74,999",2000
36,Chargedoff,0.15201,,0,FL,Full-time,"$1-24,999",9000
36,Defaulted,0.22924,,0,CA,Not available,Not displayed,5000
60,Current,0.15629,9.0,6,FL,Full-time,"$50,000-74,999",12000
36,Current,0.35643,2.0,1,MD,Other,"$100,000+",4000
36,Past Due (31-60 days),0.35797,4.0,1,CO,Employed,"$25,000-49,999",2500
36,Current,0.16732,8.0,1,DC,Employed,"$100,000+",25000
36,Current,0.19144,6.0,7,FL,Employed,"$75,000-99,999",4500
60,Current,0.24036,4.0,1,FL,Employed,"$75,000-99,999",15000
36,Completed,0.27767,,0,,,Not displayed,2500
36,Chargedoff,0.1973,,2,CA,Self-employed,$0,25000
60,Current,0.16151,8.0,1,AL,Full-time,"$25,000-49,999",15000
60,Current,0.17685,6.0,1,OK,Employed,"$100,000+",15000
60,Current,0.21832,8.0,1,NY,Employed,"$50,000-74,999",7000
60,Current,0.15016,7.0,1,MO,Employed,"$25,000-49,999",10000
36,Completed,0.16076,,1,GA,Full-time,"$25,000-49,999",1200
36,Current,0.21025,3.0,1,CO,Employed,"$50,000-74,999",15000
36,Defaulted,0.32378,,1,FL,Full-time,"$25,000-49,999",2000
36,Completed,0.0768,,0,GA,Full-time,"$25,000-49,999",3050
36,Completed,0.10295,9.0,6,PA,Full-time,"$50,000-74,999",3300
36,Past Due (31-60 days),0.2533,2.0,1,OK,Employed,"$75,000-99,999",10000
36,Completed,0.15713,,0,FL,Part-time,"$1-24,999",2800
36,Chargedoff,0.19546,8.0,1,FL,Employed,"$25,000-49,999",5000
36,Current,0.09434,9.0,1,KS,Employed,"$75,000-99,999",6500
36,Completed,0.35797,4.0,1,AZ,Employed,"$50,000-74,999",2000
36,Current,0.24758,7.0,1,MA,Employed,"$75,000-99,999",20000
36,Completed,0.12491,8.0,1,MO,Full-time,"$75,000-99,999",10000
36,Defaulted,0.14508,,0,AZ,,Not displayed,7000
36,Completed,0.25278,9.0,2,CO,Full-time,"$100,000+",4000
36,Current,0.11563,10.0,2,NY,Employed,"$100,000+",5000
60,Current,0.22693,8.0,1,MI,Employed,"$25,000-49,999",5000
36,Completed,0.11696,,0,CA,Full-time,"$50,000-74,999",3000
36,Current,0.2129,6.0,1,PA,Employed,"$75,000-99,999",12000
36,Current,0.26047,5.0,2,IN,Employed,"$50,000-74,999",12000
36,Current,0.13124,7.0,1,RI,Employed,"$25,000-49,999",5000
36,Current,0.14751,8.0,1,OR,Employed,"$50,000-74,999",8500
60,Current,0.17522,6.0,1,GA,Employed,"$75,000-99,999",20000
36,Current,0.09065,10.0,1,NJ,Employed,"$50,000-74,999",5000
36,Completed,0.31363,7.0,1,CA,Self-employed,"$50,000-74,999",1900
36,Chargedoff,0.35372,,1,CA,Self-employed,"$25,000-49,999",5000
36,Chargedoff,0.35643,5.0,3,NY,Employed,"$25,000-49,999",2000
60,Current,0.27308,4.0,1,NC,Employed,"$25,000-49,999",10000
36,Current,0.19859,7.0,1,MO,Employed,"$25,000-49,999",4000
60,Current,0.20593,6.0,7,NY,Employed,"$25,000-49,999",9000
36,Past Due (91-120 days),0.19546,8.0,7,RI,Employed,"$50,000-74,999",3000
36,Current,0.12691,10.0,1,VA,Employed,"$50,000-74,999",15000
36,Current,0.3179,3.0,1,PA,Employed,"$25,000-49,999",4000
36,Current,0.24246,7.0,1,NJ,Employed,"$75,000-99,999",3200
36,Chargedoff,0.32333,8.0,18,TX,Employed,"$75,000-99,999",4000
36,Completed,0.29776,,6,CA,Full-time,"$50,000-74,999",5000
60,Current,0.28899,3.0,1,PA,Employed,"$25,000-49,999",10000
36,Completed,0.17018,,4,NY,Full-time,"$100,000+",5000
36,Completed,0.27467,4.0,1,NC,Self-employed,"$50,000-74,999",15000
36,Defaulted,0.29726,,0,GA,Full-time,"$75,000-99,999",12000
60,Past Due (31-60 days),0.25718,4.0,1,AL,Employed,"$50,000-74,999",8000
36,Current,0.19236,5.0,1,CA,Self-employed,"$100,000+",10000
36,Completed,0.22135,9.0,1,CO,Full-time,"$100,000+",6500
60,Current,0.18913,4.0,1,OK,Employed,"$50,000-74,999",15000
36,Completed,0.29334,,4,NC,Full-time,"$25,000-49,999",2000
36,Current,0.17601,8.0,1,OR,Full-time,"$25,000-49,999",12000
36,Current,0.12528,8.0,1,MO,Employed,"$1-24,999",3500
36,Current,0.20462,8.0,1,FL,Employed,"$50,000-74,999",13000
36,Defaulted,0.22744,,0,,Full-time,"$25,000-49,999",7500
36,Completed,0.30532,6.0,7,OH,Employed,"$1-24,999",4500
36,Defaulted,0.1585,,0,,,Not displayed,2100
36,Chargedoff,0.20868,,1,FL,Full-time,"$25,000-49,999",10000
36,Current,0.27467,4.0,1,GA,Employed,"$25,000-49,999",2500
36,Past Due (31-60 days),0.34998,1.0,1,MS,Self-employed,"$1-24,999",3000
36,Current,0.29537,3.0,1,MI,Employed,"$25,000-49,999",4000
36,Chargedoff,0.37453,,4,MO,Full-time,"$25,000-49,999",3800
60,Current,0.12645,10.0,8,NY,Employed,"$100,000+",25000
60,Current,0.21822,8.0,1,NY,Other,"$25,000-49,999",15000
36,Chargedoff,0.24264,,4,UT,Full-time,"$25,000-49,999",2500
36,Defaulted,0.21679,,4,CA,Full-time,"$75,000-99,999",4000
36,Current,0.24246,4.0,3,VA,Employed,"$75,000-99,999",15000
36,Chargedoff,0.35797,5.0,1,CA,Employed,"$50,000-74,999",4000
36,Completed,0.13654,,1,IL,Full-time,"$100,000+",14500
36,Chargedoff,0.37453,,7,RI,Full-time,"$25,000-49,999",2500
36,Completed,0.10692,,3,FL,Full-time,"$75,000-99,999",10000
36,Completed,0.18977,,0,GA,,Not displayed,18500
60,Current,0.21166,4.0,1,VT,Employed,"$100,000+",15000
36,Current,0.24758,7.0,1,TN,Employed,"$25,000-49,999",13000
36,Chargedoff,0.30564,,0,IL,Full-time,"$75,000-99,999",3000
36,Current,0.22362,8.0,7,CA,Employed,"$25,000-49,999",3000
36,Current,0.16324,4.0,7,VA,Self-employed,"$50,000-74,999",4000
36,Current,0.35643,5.0,7,MO,Employed,"$1-24,999",5500
36,Completed,0.2706,6.0,2,TX,Employed,"$100,000+",15000
36,Current,0.21025,4.0,1,CA,Employed,"$50,000-74,999",10300
36,Current,0.20053,6.0,1,AZ,Full-time,"$50,000-74,999",10000
60,Completed,0.12992,9.0,1,NY,Employed,"$100,000+",15000
36,Defaulted,0.09437,,0,CO,Full-time,"$75,000-99,999",3000
36,Completed,0.11385,,3,FL,Self-employed,"$25,000-49,999",9500
36,Current,0.23939,7.0,14,NJ,Employed,"$100,000+",3000
36,Current,0.18479,7.0,1,OH,Employed,"$100,000+",15000
36,Current,0.20524,3.0,1,PA,Employed,"$100,000+",15000
60,Completed,0.15936,8.0,1,KS,Employed,"$100,000+",25000
60,Current,0.12716,8.0,1,CO,Employed,"$50,000-74,999",18500
36,Completed,0.12309,9.0,1,MD,Full-time,"$75,000-99,999",8000
36,Completed,0.15861,,1,NC,Full-time,"$25,000-49,999",15900
36,Chargedoff,0.27535,,0,CA,Full-time,"$25,000-49,999",6000
60,Current,0.29341,5.0,1,KY,Other,"$25,000-49,999",10000
36,Chargedoff,0.28574,7.0,7,FL,Full-time,"$50,000-74,999",3700
36,Current,0.33973,3.0,1,NH,Employed,"$25,000-49,999",2500
36,Completed,0.36438,6.0,7,CO,Full-time,"$25,000-49,999",2000
36,Completed,0.0799,10.0,2,AZ,Employed,"$50,000-74,999",5000
36,Chargedoff,0.22744,,0,,Not available,Not displayed,4800
36,Completed,0.32538,8.0,1,IN,Employed,"$100,000+",4000
60,Chargedoff,0.21989,6.0,1,MI,Employed,"$25,000-49,999",12000
60,Current,0.13636,8.0,1,TX,Employed,"$75,000-99,999",20000
36,Completed,0.35797,3.0,7,ID,Employed,"$50,000-74,999",3500
60,Current,0.18913,2.0,7,PA,Employed,"$25,000-49,999",10000
36,Defaulted,0.18224,,0,,Not available,Not displayed,2550
36,Chargedoff,0.18751,6.0,3,MD,Full-time,"$25,000-49,999",8500
60,Current,0.15844,8.0,1,NM,Employed,"$75,000-99,999",25000
36,Completed,0.26963,,0,CA,Full-time,"$25,000-49,999",20000
36,Current,0.12727,10.0,2,MN,Employed,"$50,000-74,999",15000
60,Chargedoff,0.20436,7.0,3,AL,Employed,"$50,000-74,999",10746
60,Current,0.15425,11.0,1,MD,Employed,"$100,000+",19000
36,Completed,0.1742,,0,IN,Self-employed,"$25,000-49,999",5000
36,Chargedoff,0.16988,,0,,Full-time,"$25,000-49,999",25000
36,Current,0.15223,10.0,1,PA,Employed,"$100,000+",4000
36,Completed,0.14659,,1,NJ,Full-time,"$75,000-99,999",23000
36,Completed,0.30532,6.0,7,VA,Self-employed,"$50,000-74,999",5000
36,Chargedoff,0.21857,,3,MN,Full-time,"$75,000-99,999",3000
36,Current,0.27285,3.0,1,WI,Employed,"$25,000-49,999",10000
60,Current,0.27637,3.0,2,TX,Employed,"$100,000+",10000
36,Current,0.35797,5.0,18,CA,Employed,"$50,000-74,999",2650
36,Completed,0.33553,8.0,2,NH,Employed,"$75,000-99,999",4000
60,Current,0.11695,10.0,1,CA,Employed,"$75,000-99,999",25000
60,Completed,0.21566,5.0,1,MI,Employed,"$50,000-74,999",5000
36,Current,0.22415,3.0,1,CA,Self-employed,"$1-24,999",4000
36,Chargedoff,0.29776,,0,,Not available,Not displayed,3200
60,Current,0.19364,6.0,7,FL,Employed,"$50,000-74,999",10000
36,Chargedoff,0.35797,5.0,7,PA,Employed,"$1-24,999",4000
36,Chargedoff,0.29334,,3,OR,Full-time,"$25,000-49,999",5000
36,Current,0.1202,8.0,1,MS,Employed,"$50,000-74,999",12000
36,Current,0.20217,6.0,3,DE,Employed,"$100,000+",25000
36,Completed,0.30532,6.0,7,KS,Employed,"$25,000-49,999",2000
36,Completed,0.27147,,0,CA,Full-time,"$1-24,999",5000
36,Defaulted,0.26762,,0,TX,Not available,Not displayed,5000
60,Current,0.15425,7.0,1,AZ,Employed,"$50,000-74,999",14000
36,Current,0.08577,10.0,1,AZ,Employed,"$50,000-74,999",4500
36,Current,0.29394,6.0,7,NJ,Employed,"$50,000-74,999",10000
36,Completed,0.08634,,1,CA,Full-time,"$100,000+",2900
36,Chargedoff,0.1491,,0,GA,Full-time,$0,15000
36,Completed,0.11296,8.0,3,CA,Full-time,"$50,000-74,999",4900
36,Completed,0.34408,,7,CA,Full-time,"$100,000+",13000
36,Completed,0.1968,,1,WA,Full-time,"$25,000-49,999",9200
36,Completed,0.37453,,7,CA,Full-time,"$50,000-74,999",1000
36,Completed,0.09688,,0,FL,Full-time,"$100,000+",4000
36,Current,0.23121,5.0,1,NJ,Employed,"$50,000-74,999",15000
60,Current,0.26877,4.0,1,MS,Employed,"$25,000-49,999",4000
36,Current,0.21699,5.0,14,MI,Employed,"$50,000-74,999",2500
60,Current,0.25359,4.0,1,TN,Employed,"$25,000-49,999",10000
36,Past Due (1-15 days),0.24246,3.0,2,VA,Employed,"$100,000+",10000
36,Defaulted,0.35244,2.0,1,TN,Employed,"$75,000-99,999",7500
36,Past Due (61-90 days),0.25494,4.0,2,IN,Part-time,"$25,000-49,999",6300
36,Current,0.18837,6.0,7,AZ,Employed,"$50,000-74,999",3000
36,Defaulted,0.35643,5.0,1,MS,Other,"$1-24,999",3000
36,Defaulted,0.23748,,0,GA,Not available,Not displayed,25000
36,Current,0.12427,8.0,1,NC,Employed,"$50,000-74,999",7000
36,Chargedoff,0.23301,,1,OH,Full-time,"$25,000-49,999",6000
36,Current,0.26895,3.0,1,MI,Employed,"$1-24,999",3000
60,Current,0.18136,4.0,7,IL,Employed,"$25,000-49,999",10000
36,Chargedoff,0.20433,,0,,Full-time,"$25,000-49,999",5000
36,Chargedoff,0.31032,2.0,1,NJ,Employed,"$25,000-49,999",2000
36,Current,0.15833,6.0,3,CA,Self-employed,"$50,000-74,999",10000
60,Past Due (1-15 days),0.26887,3.0,15,MA,Employed,"$75,000-99,999",12000
36,Current,0.20869,4.0,1,CA,Employed,"$50,000-74,999",15000
36,Chargedoff,0.15713,,0,,,Not displayed,25000
60,Current,0.11501,11.0,1,OR,Self-employed,"$50,000-74,999",10000
36,Chargedoff,0.24264,,1,WA,Full-time,"$25,000-49,999",1800
36,Defaulted,0.22744,,0,,,Not displayed,8000
60,Current,0.16499,5.0,1,AR,Employed,"$25,000-49,999",10000
36,Current,0.17359,8.0,18,IN,Employed,"$25,000-49,999",5000
36,Completed,0.23167,,3,MI,Full-time,"$25,000-49,999",1600
36,Current,0.14714,7.0,1,OH,Employed,"$50,000-74,999",18000
36,Current,0.23939,6.0,1,TX,Employed,"$50,000-74,999",16000
60,Current,0.30748,2.0,1,SC,Employed,"$25,000-49,999",4000
36,Completed,0.22872,8.0,7,AL,Employed,"$50,000-74,999",2500
36,Completed,0.35643,4.0,7,WI,Employed,"$100,000+",7500
36,Current,0.17802,6.0,1,SC,Self-employed,"$100,000+",15000
36,Completed,0.22456,3.0,18,CA,Other,"$50,000-74,999",12000
36,Current,0.35797,5.0,2,NJ,Self-employed,"$50,000-74,999",4000
60,Current,0.15936,8.0,15,OR,Employed,"$75,000-99,999",15750
36,Chargedoff,0.17722,,0,FL,Not available,Not displayed,15000
36,Completed,0.09678,,0,TX,Not available,Not displayed,1000
60,Current,0.2214,6.0,14,AL,Employed,"$50,000-74,999",8000
36,Current,0.35132,5.0,1,CT,Other,"$50,000-74,999",7500
36,Current,0.27776,2.0,1,MI,Other,"$25,000-49,999",4000
36,Current,0.17359,6.0,1,MO,Employed,"$100,000+",2500
36,Completed,0.29073,,0,CA,Full-time,"$50,000-74,999",3000
36,Chargedoff,0.35797,4.0,7,NJ,Employed,"$25,000-49,999",4000
36,Completed,0.31053,8.0,1,VA,Full-time,"$100,000+",5000
36,Defaulted,0.22945,,0,MO,Not available,Not displayed,5400
60,Current,0.15629,6.0,1,CA,Employed,"$25,000-49,999",22000
36,Completed,0.14709,,0,UT,Full-time,"$25,000-49,999",7800
36,Current,0.34621,4.0,2,GA,Full-time,"$50,000-74,999",7500
36,Completed,0.16194,,0,,Not available,Not displayed,1500
60,Current,0.17522,6.0,1,WI,Employed,"$100,000+",25000
60,Current,0.28324,6.0,18,OH,Employed,"$1-24,999",4500
36,Current,0.06726,11.0,1,CA,Employed,"$75,000-99,999",12000
36,Completed,0.23246,,0,,,Not displayed,2500
12,Completed,0.31725,3.0,15,OH,Employed,"$50,000-74,999",2000
36,Defaulted,0.25506,,0,WA,,Not displayed,2500
36,Completed,0.20725,,0,,Self-employed,"$1-24,999",10000
36,Completed,0.37453,7.0,1,GA,Full-time,"$50,000-74,999",4500
36,Current,0.18275,6.0,2,TX,Employed,"$100,000+",6000
36,Current,0.27776,3.0,2,DE,Employed,"$100,000+",10000
36,Current,0.24563,4.0,14,SC,Employed,"$50,000-74,999",3000
36,Current,0.35797,1.0,7,CA,Self-employed,"$50,000-74,999",3000
36,Current,0.06377,8.0,1,AZ,Employed,"$100,000+",15000
36,Current,0.18837,4.0,1,TX,Employed,"$100,000+",6000
60,Current,0.16499,7.0,1,OK,Employed,"$75,000-99,999",25000
60,Current,0.14453,9.0,1,CA,Employed,"$50,000-74,999",13000
